RxnID	reactions	root_MZ	root_EZ	root_Cortex	root_Stele	Embryo_20_DAP	Embryo_38_DAP	Endosperm_8_DAP	Endosperm_10_DAP	Endosperm_12_DAP	Endosperm_Crown_27_DAP	Pericarp_Aleurone_27_DAP	GermEmbryo_2_DAI	Zone_1	Zone_2	Zone_3	Mature_leaf
rxn40037_d0	rxn40037_d0	0.000119459	8.62E-05	5.20E-05	1.85E-05	0.000103195	3.33E-05	8.02E-05	8.86E-05	8.88E-05	6.06E-05	5.84E-05	4.08E-05	9.55E-05	0.000100582	8.27E-05	1.82E-05
rxn02929_d0	rxn02929_d0	0.000125747	7.47E-05	4.47E-05	4.27E-05	0.000143709	7.11E-05	7.79E-05	9.51E-05	0.000112511	5.32E-05	3.19E-05	7.17E-05	0.000122071	0.000147664	0.000111917	6.16E-05
rxn00693_x0	rxn00693_x0	0.00652771	0.009702403	0.019658757	0.026271944	0.006326465	0.006532051	0.005208628	0.005753441	0.003968879	0.001424788	0.005829577	0.005371231	0.005762988	0.005735767	0.006905575	0.003010006
rxn19828_d0	rxn19828_d0	8.32E-05	4.47E-05	0.000103176	8.59E-05	0.000125188	0.000109139	9.04E-05	5.69E-05	1.71E-05	7.55E-05	0.000145079	0.000102509	0.00013534	7.28E-05	8.54E-05	0.000746028
rxn14278_d0	rxn14278_d0	0.000430441	0.000297597	0.000268638	0.000168467	0.000525803	0.000300295	0.000484084	0.000470834	0.000710751	0.000867639	0.000620672	0.000245348	0.000616547	0.00040233	0.000384292	0.000186157
rxn03892_r0	rxn03892_r0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99E-07	6.65E-05
rxn00802_d0	rxn00802_d0	0.000170242	0.000154056	9.40E-05	7.02E-05	0.000126661	4.30E-05	0.000180455	0.000159249	0.000155311	4.41E-05	8.41E-05	0.000101501	0.000156569	0.000123695	9.89E-05	9.17E-05
rxn15121_m0	rxn15121_m0	0.000212802	0.00080551	0.000500974	0.000340866	0.000501428	0.000405425	0.000199172	0.000212955	0.000225857	0.000656607	0.000824263	0.000324687	0.000168069	0.000114279	0.000134839	0.00021835
rxn15280_d0	rxn15280_d0	0.001780285	0.003676849	0.00449081	0.003091378	0.002445088	0.00435638	0.003299072	0.002343544	0.002043322	0.002336813	0.005396468	0.003316811	0.002774018	0.002265031	0.002695889	0.00281825
rxn03908_d0	rxn03908_d0	0	0	0	0	1.48E-05	2.69E-05	0	0	4.03E-06	4.01E-06	1.36E-05	9.88E-06	2.65E-06	3.00E-06	3.60E-06	0.000111274
rxn02516_m0	rxn02516_m0	0.000293087	0.000300752	0.000859032	0.000495294	0.000364929	0.000523698	0.000388879	0.000466928	0.000543894	0.001311846	0.000841474	0.000401055	0.000269795	0.00023883	0.00026024	0.001045559
rxn38875_d0	rxn38875_d0	1.50E-05	2.21E-05	1.76E-05	1.85E-05	1.12E-05	1.06E-05	1.95E-05	1.12E-05	1.36E-05	1.72E-05	3.54E-05	1.25E-05	9.73E-06	3.42E-06	5.39E-06	4.90E-06
rxn23536_r0	rxn23536_r0	7.11E-05	8.89E-05	0.00018648	0.000108942	0.000114487	0.000147349	8.34E-05	4.03E-05	1.74E-05	0.000186745	0.000182022	7.80E-05	5.75E-05	4.84E-05	7.42E-05	1.54E-05
rxn00361_d0	rxn00361_d0	6.77E-06	5.26E-06	0	0	1.01E-05	6.96E-06	1.53E-05	0	0	1.04E-05	2.10E-05	5.23E-06	1.77E-06	1.28E-06	8.99E-07	4.20E-06
rxn27318_m0	rxn27318_m0	8.08E-05	9.73E-05	1.11E-05	2.53E-05	0.000142637	2.95E-05	0.000198255	4.88E-05	6.15E-05	7.41E-05	4.80E-05	1.81E-05	0.000158338	0.000181048	0.000148323	4.90E-06
rxn27415_c0	rxn27415_c0	4.30E-05	1.47E-05	0	0	0.000130171	4.52E-06	6.38E-05	4.75E-05	0.000123122	0	0	0	6.72E-05	0.000241826	9.03E-05	0
rxn15116_d0	rxn15116_d0	0.005178834	0.004826226	0.00844396	0.007001509	0.015215628	0.007919532	0.016430241	0.013456588	0.017757161	0.00889182	0.005735621	0.006964612	0.004644888	0.005349702	0.004825453	0.00715235
rxn36659_d0	rxn36659_d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rxn01643_c0	rxn01643_c0	0.000359829	0.000206635	0.000197562	0.00010445	0.000340816	0.000103877	0.000153148	0.000220948	0.000228379	0.000229689	0.000140462	8.87E-05	0.000199913	0.000145096	0.0001263	0.000183358
rxn04027_d0	rxn04027_d0	2.85E-05	3.26E-05	1.68E-05	8.98E-06	0.000107489	4.17E-05	4.68E-05	4.60E-05	1.56E-05	1.04E-05	2.31E-05	2.58E-05	0.0001548	0.000110427	0.000114613	0.000140668
rxn40976_d0	rxn40976_d0	1.69E-05	6.84E-06	0	5.05E-06	2.84E-05	0	4.26E-05	4.66E-05	2.90E-05	0	2.73E-05	1.35E-05	9.73E-06	1.28E-05	2.79E-05	1.47E-05
rxn00409_n0	rxn00409_n0	0.000157184	0.000145644	0.000349268	0.000247647	0.000134232	0.000413414	0.000356365	0.000306454	0.000351044	0.001364882	0.000840229	0.00041582	3.72E-05	3.04E-05	3.96E-05	0.000664847
rxn02473_d0	rxn02473_d0	0	0	0	0	0	0	4.33E-06	5.04E-06	7.28E-06	0	0	0	1.77E-06	8.56E-07	8.99E-07	0
rxn25647_d0	rxn25647_d0	0.000384011	0.000406436	0.000254882	0.000197107	0.001984375	0.001200653	0.0004167	0.000327871	0.000625122	0.000381738	0.000995394	0.000784129	0.000387443	0.000353965	0.000376651	0.000294632
rxn00187_m0	rxn00187_m0	0.001992603	0.001192492	0.00223738	0.001793617	0.000537722	0.000482494	0.002420976	0.001367204	0.000109474	0.000740359	0.001727044	0.000872997	0.001020796	0.001670524	0.001405925	0.003566377
rxn39247_c0	rxn39247_c0	4.30E-05	1.47E-05	0	0	0.000130171	4.52E-06	6.38E-05	4.75E-05	0.000123122	0	0	0	6.72E-05	0.000241826	9.03E-05	0
rxn09449_r0	rxn09449_r0	0.000182333	0.000464798	0.000199855	0.000219569	0.000639702	0.000349849	0.000479039	0.000218471	0.0001398	0.000291224	0.000264698	9.94E-05	0.000415749	0.000286767	0.000468792	0.000205053
rxn15435_d0	rxn15435_d0	0.001536046	0.001883906	0.002536589	0.003620928	0.004042436	0.001248123	0.001695876	0.001222418	0.000771906	0.00066981	0.001305054	0.0006568	0.00304912	0.003136888	0.004146312	0.000589964
rxn02733_d0	rxn02733_d0	4.50E-05	2.58E-05	5.73E-06	0	0.000116499	1.57E-05	1.96E-05	8.70E-06	6.77E-06	4.62E-05	0	6.95E-06	0.000115879	0.000158792	0.000247655	0.000631254
rxn01111_d0	rxn01111_d0	0	0	0	0	0	0	0	0	0	0	8.98E-06	0	0	0	0	0.004349497
rxn00248_m0	rxn00248_m0	0.001222162	0.001803985	0.002686385	0.001923899	0.004819026	0.001611259	0.002075581	0.002088713	0.003092966	0.005098131	0.004289034	0.001139055	0.001459544	0.001710757	0.00157852	0.002030232
rxn00338_d0	rxn00338_d0	0	0	0	0	0	0	0	4.48E-06	0	0	0	0	0	0	0	0
rxn03983_d0	rxn03983_d0	2.13E-05	1.42E-05	8.79E-06	0	2.01E-05	0	2.08E-05	1.68E-05	7.65E-05	3.69E-05	0.000110678	1.96E-05	1.59E-05	1.58E-05	1.35E-05	3.01E-05
rxn17464_m0	rxn17464_m0	3.39E-06	3.05E-05	9.67E-05	2.81E-06	0.000118488	0.000179423	7.81E-06	8.77E-06	0	0.000280117	0.000300279	0.0002334	7.96E-06	2.14E-06	1.35E-06	7.84E-05
rxn38951_d0	rxn38951_d0	0	0	0	0	5.89E-06	0	4.12E-06	0	7.08E-06	2.51E-05	0	0	0	0	0	0
rxn00704_c0	rxn00704_c0	0.001149132	0.001671486	0.004744545	0.004841756	0.003360844	0.003807364	0.002429886	0.00218187	0.00331925	0.002799592	0.003421055	0.002633227	0.001184442	0.000994268	0.001201869	0.002588703
rxn36691_r0	rxn36691_r0	0	0	3.82E-07	0	3.75E-05	1.45E-05	8.61E-06	7.06E-06	0	1.04E-05	3.08E-05	1.64E-05	7.08E-06	3.42E-06	3.60E-06	0
rxn39248_c0	rxn39248_c0	4.30E-05	1.47E-05	0	0	0.000130171	4.52E-06	6.38E-05	4.75E-05	0.000123122	0	0	0	6.72E-05	0.000241826	9.03E-05	0
rxn15298_c0	rxn15298_c0	0.002473343	0.002393922	0.002601551	0.0026163	0.002772821	0.000743006	0.002089466	0.002123346	0.001762432	0.001106525	0.000597211	0.000349079	0.001634689	0.002206393	0.001969105	3.22E-05
rxn22695_d0	rxn22695_d0	0	0	0	0	5.89E-06	0	4.12E-06	0	7.08E-06	2.51E-05	0	0	0	0	0	0
rxn42226_c0	rxn42226_c0	0	0	1.30E-05	3.93E-06	1.29E-05	1.09E-05	1.11E-05	4.48E-06	4.03E-06	1.43E-05	7.97E-06	2.99E-06	0	0	0	1.40E-05
rxn00710_c0	rxn00710_c0	7.16E-05	7.15E-05	4.28E-05	9.32E-05	0.000110543	0.000233426	5.68E-05	3.94E-05	5.17E-05	8.59E-05	0.000218608	0.000115302	5.31E-05	1.71E-05	1.39E-05	1.75E-05
rxn35347_j0	rxn35347_j0	4.84E-07	5.26E-07	4.97E-06	5.62E-07	8.95E-06	1.35E-05	4.16E-06	4.26E-06	8.82E-06	1.04E-05	2.00E-05	8.97E-06	1.77E-06	1.71E-06	8.99E-07	1.40E-06
rxn00806_m0	rxn00806_m0	3.24E-05	3.05E-05	3.10E-05	4.49E-06	3.94E-05	2.44E-05	3.87E-05	4.16E-05	4.92E-05	4.46E-05	4.25E-05	3.77E-05	2.12E-05	2.61E-05	2.02E-05	2.38E-05
rxn27860_c0	rxn27860_c0	1.50E-05	2.21E-05	1.76E-05	1.85E-05	1.12E-05	1.06E-05	1.95E-05	1.12E-05	1.36E-05	1.72E-05	3.54E-05	1.25E-05	9.73E-06	3.42E-06	5.39E-06	4.90E-06
rxn15271_d0	rxn15271_d0	0.000951323	0.000804459	0.00091253	0.000493048	0.001844026	0.001435427	0.000743748	0.000524235	0.00056089	0.000286912	0.001850406	0.001379182	0.001148175	0.001137652	0.001179845	0.008065639
rxn22100_r0	rxn22100_r0	0	0	0	0	8.94E-06	0	8.11E-06	0	0	0	0	0	2.65E-06	8.56E-07	1.35E-06	0
rxn36719_c0	rxn36719_c0	1.50E-05	2.21E-05	1.76E-05	1.85E-05	1.12E-05	1.06E-05	1.95E-05	1.12E-05	1.36E-05	1.72E-05	3.54E-05	1.25E-05	9.73E-06	3.42E-06	5.39E-06	4.90E-06
rxn15435_m0	rxn15435_m0	0.000212802	0.00080551	0.000500974	0.000340866	0.000501428	0.000405425	0.000199172	0.000212955	0.000225857	0.000656607	0.000824263	0.000324687	0.000168069	0.000114279	0.000134839	0.00021835
rxn44219_d0	rxn44219_d0	2.42E-06	2.63E-06	1.15E-06	1.12E-06	0	0	3.60E-06	1.32E-05	8.74E-06	0	5.64E-06	0	2.65E-06	3.85E-06	4.49E-06	1.75E-05
rxn00409_c0	rxn00409_c0	0.000494765	0.000441138	0.000743246	0.000699702	0.000307293	0.00081119	0.000524667	0.000433668	0.000451812	0.00159002	0.001289548	0.001142313	0.000117648	6.03E-05	0.000102478	0.001237315
rxn00506_m0	rxn00506_m0	0.000375789	0.000597297	0.001551836	0.000373998	0.001641414	0.001625593	0.000584254	0.000409818	0.000315795	0.000765514	0.002760285	0.001681412	0.000385673	0.000172916	0.000196416	0.000701938
rxn48371_d0	rxn48371_d0	1.69E-05	6.84E-06	0	5.05E-06	2.84E-05	0	4.26E-05	4.66E-05	2.90E-05	0	2.73E-05	1.35E-05	9.73E-06	1.28E-05	2.79E-05	1.47E-05
rxn07334_d0	rxn07334_d0	0	0	0	0	2.27E-05	0	0	4.43E-06	7.88E-06	1.38E-05	5.12E-06	0	8.85E-07	0	0	1.12E-05
rxn19900_d0	rxn19900_d0	0.00652771	0.009702403	0.019658757	0.026271944	0.006326465	0.006532051	0.005208628	0.005753441	0.003968879	0.001424788	0.005829577	0.005371231	0.005762988	0.005735767	0.006905575	0.003010006
rxn26754_d1	rxn26754_d1	9.67E-07	0	0	0	0	0	0	0	0	0	0	0	1.77E-06	8.56E-07	8.99E-07	2.24E-05
rxn46854_d0	rxn46854_d0	0	0	0	0	5.89E-06	0	4.12E-06	0	7.08E-06	2.51E-05	0	0	0	0	0	0
rxn05324_d0	rxn05324_d0	0.0001833	0.000264472	0.000201383	0.000148813	0.00086471	0.000491243	0.000244366	0.000200719	0.000275505	0.00025535	0.00038677	0.000191709	0.000311369	0.000233694	0.000267881	0.000169361
rxn19900_c0	rxn19900_c0	0.00652771	0.009702403	0.019658757	0.026271944	0.006326465	0.006532051	0.005208628	0.005753441	0.003968879	0.001424788	0.005829577	0.005371231	0.005762988	0.005735767	0.006905575	0.003010006
rxn01652_c0	rxn01652_c0	0.000924239	0.001445397	0.001392869	0.001569555	0.001085701	0.000515306	0.001058875	0.000863297	0.000976311	0.000558063	0.001154255	0.000694526	0.00125167	0.001192865	0.001147034	0.000711736
rxn25641_d0	rxn25641_d0	0.000100114	8.47E-05	7.15E-05	3.76E-05	0.0016681	0.000527494	4.62E-05	7.58E-05	0.000169037	0.000100438	0.000184169	5.18E-05	0.000101726	6.76E-05	7.19E-05	4.34E-05
rxn27029_d0	rxn27029_d0	2.71E-05	4.15E-05	5.88E-05	2.02E-05	0.000464576	0.00854358	0.000188339	0.000165501	0.000242684	0.000260002	0.002285109	0.000244502	8.31E-05	0.000167352	0.000220238	5.81E-05
rxn15118_c0	rxn15118_c0	3.00E-05	4.26E-05	0.000113875	3.76E-05	3.46E-05	2.26E-05	0.000118265	5.50E-05	3.17E-05	6.42E-05	9.99E-05	2.62E-05	2.83E-05	1.71E-05	4.09E-05	3.71E-05
rxn02894_c0	rxn02894_c0	7.93E-05	6.20E-05	0.000117314	4.49E-05	0.00011593	0.000117002	5.04E-05	3.08E-05	1.17E-05	2.81E-05	4.38E-05	9.96E-05	8.93E-05	6.81E-05	6.65E-05	8.19E-05
rxn24360_d0	rxn24360_d0	0	0	0	0	0.000174233	2.19E-05	0	0	6.62E-06	0	8.99E-06	0	2.92E-05	2.14E-05	4.76E-05	0.000446497
rxn01512_m0	rxn01512_m0	0.000337582	0.000295494	0.000393978	0.000452054	0.000173061	0.000397776	0.000168302	0.000127214	0.000100768	0.000225138	0.000449319	0.000726492	8.05E-05	3.00E-05	6.29E-05	0.000572468
rxn01513_m0	rxn01513_m0	5.90E-05	3.73E-05	2.48E-05	2.41E-05	2.39E-05	1.08E-05	2.79E-05	1.73E-05	2.25E-05	2.64E-05	1.87E-05	1.34E-05	3.36E-05	3.64E-05	3.15E-05	0
rxn20240_j0	rxn20240_j0	0.001834936	0.002115253	0.001739463	0.001252275	0.001905194	0.00225847	0.002023192	0.001660045	0.001493011	0.001077031	0.002736223	0.001985146	0.001453352	0.0014822	0.001467053	0.001450765
rxn09453_d0	rxn09453_d0	0.000153798	0.000420106	0.000128778	0.00016229	0.000577675	0.000289427	0.000319586	0.000160628	0.00012085	0.000177103	0.000176899	7.36E-05	0.000244142	0.0001635	0.000216193	0.000170761
rxn01353_d0	rxn01353_d0	1.35E-05	1.42E-05	1.03E-05	1.68E-06	2.87E-05	3.18E-05	1.28E-05	1.79E-05	1.26E-05	2.46E-05	5.24E-05	4.73E-05	1.24E-05	1.67E-05	3.37E-05	0.000156064
rxn00903_c0	rxn00903_c0	3.24E-05	3.05E-05	3.10E-05	4.49E-06	3.94E-05	2.44E-05	3.87E-05	4.16E-05	4.92E-05	4.46E-05	4.25E-05	3.77E-05	2.12E-05	2.61E-05	2.02E-05	2.38E-05
rxn03892_d0	rxn03892_d0	6.24E-05	2.31E-05	2.10E-05	2.02E-05	8.11E-06	1.08E-05	5.16E-06	8.79E-06	1.14E-05	4.19E-06	9.82E-06	1.14E-05	8.85E-07	1.28E-06	1.35E-06	6.72E-05
rxn00337_d0	rxn00337_d0	0.000164438	0.000134602	2.41E-05	1.46E-05	0.000357258	6.88E-05	0.00015853	0.000157717	0.000132652	9.25E-05	0.00012111	8.50E-05	0.000222028	0.000116419	9.21E-05	9.10E-06
rxn01807_d0	rxn01807_d0	1.06E-05	1.47E-05	6.11E-06	5.05E-06	9.37E-06	0	4.48E-05	1.84E-05	8.26E-06	2.23E-05	2.06E-05	5.98E-06	1.77E-06	8.56E-07	2.70E-06	9.10E-06
rxn03891_d0	rxn03891_d0	6.24E-05	2.31E-05	2.10E-05	2.02E-05	8.11E-06	1.08E-05	5.16E-06	8.79E-06	1.14E-05	4.19E-06	9.82E-06	1.14E-05	8.85E-07	1.28E-06	1.35E-06	6.72E-05
rxn19167_d0	rxn19167_d0	6.77E-06	4.73E-06	6.11E-06	1.12E-06	6.19E-05	8.86E-05	1.67E-05	8.37E-06	8.54E-06	4.29E-05	1.98E-05	3.39E-05	2.21E-05	1.93E-05	1.84E-05	2.80E-06
rxn20632_d0	rxn20632_d0	0	0	0	0	0	0	0	0	0	0	0	0	3.54E-06	1.28E-06	2.70E-06	7.70E-05
rxn00159_m0	rxn00159_m0	0.000125747	0.000115674	0.00017387	0.00018026	0.000114536	0.00014103	8.76E-05	4.63E-05	3.19E-05	0.000197119	0.000155153	6.63E-05	0.000215836	0.000163928	0.000157313	0.000176359
rxn37653_m0	rxn37653_m0	0.000422219	0.000661444	0.000932019	0.000600306	0.000417644	0.000498442	0.000566821	0.000554578	0.00048805	0.000316768	0.00105817	0.00073771	0.000351175	0.000259802	0.00028541	0.000673945
rxn00409_d0	rxn00409_d0	1.35E-05	1.42E-05	1.03E-05	1.68E-06	2.87E-05	3.18E-05	1.28E-05	1.79E-05	1.26E-05	2.46E-05	5.24E-05	4.73E-05	1.24E-05	1.67E-05	3.37E-05	0.000156064
rxn00001_g0	rxn00001_g0	2.90E-05	6.36E-05	4.89E-05	5.17E-05	6.28E-05	4.88E-05	9.57E-05	8.85E-05	6.19E-05	7.26E-05	4.70E-05	6.44E-05	3.80E-05	3.64E-05	3.01E-05	3.22E-05
rxn02504_c0	rxn02504_c0	0	0	0	0	0	0	8.12E-06	0	4.03E-06	0	0	0	0	0	0	0
rxn00947_r0	rxn00947_r0	0.000182333	0.000464798	0.000199855	0.000219569	0.000639702	0.000349849	0.000479039	0.000218471	0.0001398	0.000291224	0.000264698	9.94E-05	0.000415749	0.000286767	0.000468792	0.000205053
rxn22688_d0	rxn22688_d0	0	0	0	0	5.89E-06	0	4.12E-06	0	7.08E-06	2.51E-05	0	0	0	0	0	0
rxn20221_n0	rxn20221_n0	0	2.00E-05	2.06E-05	1.12E-06	0	0	1.99E-05	0	0	0	0	0	0	0	0	0
rxn02895_d0	rxn02895_d0	2.76E-05	4.21E-05	1.11E-05	5.62E-06	5.04E-05	3.14E-05	2.70E-05	4.47E-05	4.96E-05	1.76E-05	4.80E-05	3.55E-05	1.68E-05	1.50E-05	1.12E-05	1.26E-05
rxn00533_d0	rxn00533_d0	0.001370157	0.002266155	0.001449807	0.00071711	0.0062658	0.002663964	0.001552846	0.001540737	0.001819497	0.000597391	0.001582199	0.00039247	0.000805845	0.000801235	0.001069276	0.000835607
rxn21635_c0	rxn21635_c0	3.29E-05	1.47E-05	9.17E-06	1.46E-05	2.15E-05	1.65E-05	2.35E-05	7.04E-06	8.21E-06	1.88E-05	3.53E-05	1.12E-05	1.59E-05	9.42E-06	1.12E-05	1.33E-05
rxn48168_d0	rxn48168_d0	1.35E-05	1.42E-05	1.03E-05	1.68E-06	2.87E-05	3.18E-05	1.28E-05	1.79E-05	1.26E-05	2.46E-05	5.24E-05	4.73E-05	1.24E-05	1.67E-05	3.37E-05	0.000156064
rxn46587_d0	rxn46587_d0	3.39E-06	6.31E-06	0	0	2.82E-05	9.03E-06	1.19E-05	7.94E-06	8.19E-06	1.04E-05	9.73E-06	2.08E-05	1.68E-05	7.28E-06	1.17E-05	2.03E-05
rxn27383_c0	rxn27383_c0	0	6.84E-06	0	3.03E-05	1.50E-05	0	4.33E-06	8.96E-06	1.26E-05	0	0	0	0	0	0	0
rxn02213_d0	rxn02213_d0	0.000152347	0.000182975	0.000291184	0.000186437	0.00064377	0.000346285	0.000161469	8.61E-05	7.43E-05	0.000266008	0.000525075	0.000221145	0.000213182	0.000207585	0.000204057	0.000142767
rxn00908_m0	rxn00908_m0	3.14E-05	5.78E-05	0.000176927	0.000161167	8.65E-05	4.82E-05	0.000193614	8.96E-05	7.40E-05	5.32E-05	0.000132676	3.34E-05	6.72E-05	6.29E-05	0.000102927	0.000169361
rxn05040_d0	rxn05040_d0	2.81E-05	0.000137757	4.78E-05	1.24E-05	1.78E-05	0	1.80E-05	3.80E-05	1.60E-05	0	2.93E-05	2.97E-05	0	4.28E-06	1.44E-05	9.17E-05
rxn00747_d0	rxn00747_d0	0.001608108	0.001963826	0.002021858	0.0019604	0.002980849	0.003775059	0.002310187	0.001353968	0.00159136	0.003196976	0.002209754	0.001522458	0.001086255	0.001041349	0.000996913	0.00281965
rxn00974_c0	rxn00974_c0	0.001780285	0.003676849	0.00449081	0.003091378	0.002445088	0.00435638	0.003299072	0.002343544	0.002043322	0.002336813	0.005396468	0.003316811	0.002774018	0.002265031	0.002695889	0.00281825
rxn00927_w0	rxn00927_w0	0	0	0	0	0	0	1.15E-05	1.85E-05	0	1.04E-05	1.55E-05	0	0	0	0	0
rxn01115_c0	rxn01115_c0	0.001188791	0.002118934	0.002329474	0.001366833	0.001788288	0.001433778	0.001301635	0.001146262	0.00067658	0.000768761	0.00399784	0.00070493	0.001195057	0.001152632	0.001082311	0.000567569
rxn20553_m0	rxn20553_m0	4.84E-07	4.21E-06	7.64E-06	6.74E-06	1.15E-05	0	1.93E-05	1.24E-05	0	0	4.13E-06	5.83E-06	1.68E-05	9.42E-06	1.26E-05	7.00E-07
rxn01512_x0	rxn01512_x0	0.000157184	0.000145644	0.000349268	0.000247647	0.000134232	0.000413414	0.000356365	0.000306454	0.000351044	0.001364882	0.000840229	0.00041582	3.72E-05	3.04E-05	3.96E-05	0.000664847
rxn00695_d0	rxn00695_d0	0.000117041	0.00010989	0.000102793	9.55E-06	0.001845306	0.001003149	0.000187132	0.000123587	0.000739324	0.013110558	0.000960858	0.000997823	0.000683774	0.000480656	0.000377101	0.001802784
rxn00128_c0	rxn00128_c0	0	0	3.06E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
rxn14085_d0	rxn14085_d0	0	0	0	0	6.38E-06	0	0	0	0	0	6.73E-06	0	0	0	0	7.00E-07
rxn48168_x0	rxn48168_x0	0.000157184	0.000145644	0.000349268	0.000247647	0.000134232	0.000413414	0.000356365	0.000306454	0.000351044	0.001364882	0.000840229	0.00041582	3.72E-05	3.04E-05	3.96E-05	0.000664847
rxn29962_n0	rxn29962_n0	3.29E-05	1.47E-05	9.17E-06	1.46E-05	2.15E-05	1.65E-05	2.35E-05	7.04E-06	8.21E-06	1.88E-05	3.53E-05	1.12E-05	1.59E-05	9.42E-06	1.12E-05	1.33E-05
rxn43010_x0	rxn43010_x0	4.84E-05	8.47E-05	0.000115022	5.84E-05	0.000103738	5.15E-05	7.21E-05	3.89E-05	3.63E-05	9.92E-05	0.000133127	7.85E-05	3.89E-05	1.33E-05	9.89E-06	3.64E-05
rxn15494_d0	rxn15494_d0	6.77E-06	4.21E-06	5.35E-06	3.37E-06	2.23E-05	1.63E-05	5.33E-06	3.72E-06	6.77E-06	1.04E-05	1.53E-05	2.49E-05	7.08E-06	6.42E-06	5.39E-06	0.002051227
rxn00903_m0	rxn00903_m0	3.24E-05	3.05E-05	3.10E-05	4.49E-06	3.94E-05	2.44E-05	3.87E-05	4.16E-05	4.92E-05	4.46E-05	4.25E-05	3.77E-05	2.12E-05	2.61E-05	2.02E-05	2.38E-05
rxn39245_c0	rxn39245_c0	4.30E-05	1.47E-05	0	0	0.000130171	4.52E-06	6.38E-05	4.75E-05	0.000123122	0	0	0	6.72E-05	0.000241826	9.03E-05	0
rxn00120_g0	rxn00120_g0	7.06E-05	0.000107261	0.000145974	0.000103888	5.14E-05	2.84E-05	8.18E-05	0.000108771	5.29E-05	6.94E-05	9.68E-05	2.32E-05	2.57E-05	3.17E-05	6.56E-05	0
rxn09452_r0	rxn09452_r0	0.000182333	0.000464798	0.000199855	0.000219569	0.000639702	0.000349849	0.000479039	0.000218471	0.0001398	0.000291224	0.000264698	9.94E-05	0.000415749	0.000286767	0.000468792	0.000205053
rxn19954_d0	rxn19954_d0	3.39E-06	6.31E-06	0	0	2.82E-05	9.03E-06	1.19E-05	7.94E-06	8.19E-06	1.04E-05	9.73E-06	2.08E-05	1.68E-05	7.28E-06	1.17E-05	2.03E-05
rxn25649_d0	rxn25649_d0	0.000100114	8.47E-05	7.15E-05	3.76E-05	0.0016681	0.000527494	4.62E-05	7.58E-05	0.000169037	0.000100438	0.000184169	5.18E-05	0.000101726	6.76E-05	7.19E-05	4.34E-05
rxn01486_r0	rxn01486_r0	6.29E-06	8.94E-06	2.67E-06	0	8.61E-05	3.12E-05	6.13E-06	0	6.91E-06	1.42E-05	5.06E-06	3.92E-05	0	0	8.99E-07	6.65E-05
rxn46095_d0	rxn46095_d0	2.42E-06	2.63E-06	1.15E-06	1.12E-06	0	0	3.60E-06	1.32E-05	8.74E-06	0	5.64E-06	0	2.65E-06	3.85E-06	4.49E-06	1.75E-05
rxn01791_c0	rxn01791_c0	0	0	0	0	0	0	3.03E-06	0	0	0	7.82E-06	0	0	0	0	0
rxn46901_c0	rxn46901_c0	0	0	1.30E-05	3.93E-06	1.29E-05	1.09E-05	1.11E-05	4.48E-06	4.03E-06	1.43E-05	7.97E-06	2.99E-06	0	0	0	1.40E-05
rxn01653_m0	rxn01653_m0	7.16E-05	2.73E-05	9.36E-05	2.75E-05	2.11E-05	1.09E-05	5.83E-05	6.44E-05	1.73E-05	1.93E-05	1.72E-05	2.36E-05	2.92E-05	1.37E-05	6.29E-06	7.00E-07
rxn00493_m0	rxn00493_m0	0.00012623	0.000328093	0.000187627	0.000229677	0.000460385	0.000169744	0.000470178	0.000581593	0.000562985	0.000801116	0.000736036	0.000280741	1.24E-05	2.57E-05	5.89E-05	0.000121772
rxn40623_r0	rxn40623_r0	1.69E-05	6.84E-06	0	5.05E-06	2.84E-05	0	4.26E-05	4.66E-05	2.90E-05	0	2.73E-05	1.35E-05	9.73E-06	1.28E-05	2.79E-05	1.47E-05
rxn00980_d0	rxn00980_d0	2.90E-06	2.63E-06	0	3.93E-06	1.06E-05	0	4.64E-06	0	0	0	0	0	0	4.28E-06	4.05E-06	0.000167261
rxn01300_d0	rxn01300_d0	3.05E-05	3.47E-05	5.54E-05	2.25E-05	6.04E-05	5.27E-05	2.77E-05	3.18E-05	3.78E-05	3.09E-05	6.23E-05	4.13E-05	9.20E-05	3.00E-05	1.89E-05	5.46E-05
rxn15022_m0	rxn15022_m0	0.001100768	0.001261896	0.001949253	0.002402908	0.001396246	0.000559555	0.002964046	0.002766604	0.002317108	0.000469464	0.001357071	0.000525374	0.002399844	0.001976124	0.001896291	0.001076352
rxn46775_d0	rxn46775_d0	1.69E-05	6.84E-06	0	5.05E-06	2.84E-05	0	4.26E-05	4.66E-05	2.90E-05	0	2.73E-05	1.35E-05	9.73E-06	1.28E-05	2.79E-05	1.47E-05
rxn24357_d0	rxn24357_d0	4.84E-07	0	0	0	2.64E-05	0	3.60E-06	0	0	0	0	0	7.08E-06	4.71E-06	8.54E-06	4.48E-05
rxn01116_d0	rxn01116_d0	2.95E-05	2.84E-05	0.00010929	3.82E-05	0.000126339	4.68E-05	8.55E-05	0.000108032	0.000110042	9.84E-05	0.000139698	4.46E-05	7.08E-05	8.77E-05	6.70E-05	0.000293232
