Metabolite/Donor ID,Environment,Species1,Species2
12ethd_e0,-0.0016154602066446293,0.0,0.0016154602066446293
cpd00001_e0,-3.4046707060497963,-2.6427323564236977,6.047403062473494
cpd00009_e0,0.2336876258301332,-0.08247063287062979,-0.1512169929595034
cpd00011_e0,-3.109723234041322,5.733781958760194,-2.6240587247188722
cpd00013_e0,1.9026632113816804,-0.11269836866259898,-1.7899648427190813
cpd00020_e0,0.0,-2.982787712981458,2.982787712981458
cpd00027_e0,5.0,-1.8938271474839687,-3.106172852516031
cpd00028_e0,0.0003990986104587016,0.0,-0.0003990986104587016
cpd00029_e0,-4.492662362669677,4.203271617165635,0.2893907455040419
cpd00030_e0,0.00045817683235822236,-5.907822189952074e-05,-0.0003990986104587016
cpd00033_e0,0.0,-0.03170836774069485,0.03170836774069485
cpd00034_e0,0.00042825298624413807,-2.9154375785436428e-05,-0.0003990986104587016
cpd00036_e0,-2.274386460074541,0.05683855026293635,2.2175479098116044
cpd00041_e0,0.0,-0.3844431764614221,0.3844431764614221
cpd00047_e0,-0.003591887494128306,0.0,0.003591887494128306
cpd00048_e0,0.0003708846984082792,-0.0003708846984082792,0.0
cpd00053_e0,0.0,-0.06949093310328439,0.06949093310328439
cpd00054_e0,0.0,-0.06947728802554151,0.06947728802554151
cpd00058_e0,6.0617162556816504e-05,-6.0617162556816504e-05,0.0
cpd00060_e0,0.0,-0.013158712090207433,0.013158712090207433
cpd00063_e0,0.0008441089505267269,-0.0004450103400680253,-0.0003990986104587016
cpd00065_e0,0.0,-0.004859889099036841,0.004859889099036841
cpd00066_e0,0.0,0.015437284726740181,-0.015437284726740181
cpd00067_e0,-10.71346344266075,1.9931910708887912,8.72027237177196
cpd00069_e0,0.0,0.011896096777599447,-0.011896096777599447
cpd00082_e0,0.0,0.0,1.039047133076991e-29
cpd00084_e0,0.0,-0.007980775255329474,0.007980775255329474
cpd00098_e0,0.0003990986104587016,0.0,-0.0003990986104587016
cpd00099_e0,0.0004450103400680253,-0.0004450103400680253,0.0
cpd00104_e0,0.0,-1.7099340636619605e-07,1.7099340636619605e-07
cpd00107_e0,0.0,-0.03851891518178434,0.03851891518178434
cpd00116_e0,-0.00039926960386506787,0.0,0.00039926960386506787
cpd00117_e0,0.0,4.30146851543907e-11,-4.30146851543907e-11
cpd00118_e0,0.0,0.0003990986104587016,-0.0003990986104587016
cpd00119_e0,0.0,-0.008099786666160342,0.008099786666160342
cpd00129_e0,0.0,-0.018899473722139737,0.018899473722139737
cpd00132_e0,0.0,-0.020609407785801694,0.020609407785801694
cpd00149_e0,0.0004012360280382791,-2.1374175795774507e-06,-0.0003990986104587016
cpd00161_e0,0.0,-0.006964561441292299,0.006964561441292299
cpd00179_e0,0.0,0.0,3.693027090661763e-30
cpd00205_e0,0.017087456594877155,-0.016688357984418454,-0.0003990986104587016
cpd00221_e0,0.0,1.0264057578790595,-1.0264057578790595
cpd00239_e0,0.043529791458642476,0.0,-0.043529791458642476
cpd00244_e0,2.7615435128140665e-05,-2.7615435128140665e-05,0.0
cpd00246_e0,0.0,-0.01388341658415777,0.01388341658415777
cpd00249_e0,0.0,0.028313088226114756,-0.028313088226114756
cpd00254_e0,0.0011407825105720771,-0.0007416839001133755,-0.0003990986104587016
cpd00305_e0,0.0,-1.906576480983086e-05,1.906576480983086e-05
cpd00309_e0,0.0,-0.00039926960386506787,0.00039926960386506787
cpd00311_e0,0.0,-0.002794032260023644,0.002794032260023644
cpd00322_e0,0.0,-0.024839271679082287,0.024839271679082287
cpd00363_e0,0.0,0.992040783792358,-0.992040783792358
cpd00438_e0,0.0,-0.002794032260023644,0.002794032260023644
cpd00635_e0,0.0003990986104587016,0.0,-0.0003990986104587016
cpd00644_e0,0.0,-5.7624777945413494e-05,5.7624777945413494e-05
cpd00971_e0,0.0003990986104586876,0.0,-0.000399098610458698
cpd03586_e0,0.0,0.0016634238571303554,0.0
cpd10515_e0,0.0011047029018288097,-0.000705604291370108,-0.0003990986104587016
cpd10516_e0,0.001066656868912331,-0.0006675582584536294,-0.0003990986104587016
cpd11574_e0,5.984769222816862e-07,-5.984769222816862e-07,0.0
cpd11640_e0,-6.842627404878716,5.440333402038993,1.4022940028397228
cpd15432_e0,0.0,-2.6535050774348955e-35,0.0
cps_bt_e0,0.0,0.0,0.0003990986104587016
lps_bt_e0,0.0,0.0,0.0016629108769112566
pe_cer1_bt_e0,0.0,0.0,0.0003990986104587016
sphmyln_bt_e0,0.0,0.0,0.0003990986104587016
zzEnvironment,0.0,2.1092394599199693,5.0956736629787605
zzSpecies1,14.803357874397678,0.0,6.344518239901165
zzSpecies2,16.03978235328176,4.698550834774217,0.0
